"country","year","cpicss"
"Slovakia",1991,41.7885
"Slovakia",1992,45.5735
"Slovakia",1993,56.9944
"Slovakia",1994,63.6401
"Slovakia",1995,68.1955
"Slovakia",1996,71.8771
"Slovakia",1997,76.5188
"Slovakia",1998,80.8191
"Slovakia",1999,92.2867
"Slovakia",2000,100
"Slovakia",2001,106.4
"Slovakia",2002,110
"Slovakia",2003,120.1
"Slovakia",2004,127.3
"Slovakia",2005,132
"Slovakia",2006,137.5
"Slovakia",2007,142.2
"Slovakia",2008,148.4
"Slovakia",2009,149.2
"Slovakia",2010,151.2
"Slovakia",2011,157.9
"Slovakia",2012,163
"Slovakia",2013,163.7
"Slovakia",2014,163.5
"Slovakia",2015,162.7
"Slovakia",2016,163
"Slovenia",1951,13.7434
"Slovenia",1952,17.0911
"Slovenia",1953,18.0744
"Slovenia",1954,18.0744
"Slovenia",1955,18.8486
"Slovenia",1956,19.0997
"Slovenia",1957,20.648
"Slovenia",1958,22.1963
"Slovenia",1959,25.2929
"Slovenia",1960,25.8159
"Slovenia",1961,28.4104
"Slovenia",1962,36.1489
"Slovenia",1963,48.9119
"Slovenia",1964,52.7826
"Slovenia",1965,55.7298
"Slovenia",1966,59.3494
"Slovenia",1967,65.0196
"Slovenia",1968,74.8952
"Slovenia",1969,85.5838
"Slovenia",1970,104.1186
"Slovenia",1971,123.2601
"Slovenia",1972,155.7714
"Slovenia",1973,176.9842
"Slovenia",1974,198.8039
"Slovenia",1975,225.9589
"Slovenia",1976,270.5606
"Slovenia",1977,341.2264
"Slovenia",1978,495.4913
"Slovenia",1979,649.0867
"Slovenia",1980,876.7822
"Slovenia",1981,1327.8809
"Slovenia",1982,2.3604105
"Slovenia",1983,4.6728418
"Slovenia",1984,8.7107916
"Slovenia",1985,22.6022549
"Slovenia",1986,144.5004621
"Slovenia",1987,2841.279694
"Slovenia",1988,5.14935
"Slovenia",1989,21.1920332
"Slovenia",1990,27.3216143
"Slovenia",1991,32.9491015
"Slovenia",1992,37.9489989
"Slovenia",1993,42.0702519
"Slovenia",1994,45.4593214
"Slovenia",1995,49.2249441
"Slovenia",1996,51.337863
"Slovenia",1997,56.2959145
"Slovenia",1998,61.4213196
"Slovenia",1999,66.0237408
"Slovenia",2000,71.17078
"Slovenia",2001,76.1865913
"Slovenia",2002,81.7039838
"Slovenia",2003,85.4837558
"Slovenia",2004,88.2334953
"Slovenia",2005,90.2666902
"Slovenia",2006,92.7656391
"Slovenia",2007,97.9964137
"Slovenia",2008,100
"Slovenia",2009,100
"Slovenia",2010,100
"Slovenia",2011,100
"Slovenia",2012,100
"Slovenia",2013,100
"Slovenia",2014,98.7
"Slovenia",2015,100
"Slovenia",2016,100
"South Korea",1948,0.0127878
"South Korea",1949,0.0192993
"South Korea",1950,0.0284783
"South Korea",1951,0.1435683
"South Korea",1952,0.2938836
"South Korea",1953,0.4303911
"South Korea",1954,0.6455083
"South Korea",1955,0.8404631
"South Korea",1956,1.2244887
"South Korea",1957,1.1483896
"South Korea",1958,1.2099749
"South Korea",1959,1.3114142
"South Korea",1960,1.3875132
"South Korea",1961,1.4490986
"South Korea",1962,1.6579395
"South Korea",1963,2.1123371
"South Korea",1964,2.5544962
"South Korea",1965,2.7574768
"South Korea",1966,3.1772908
"South Korea",1967,3.5442865
"South Korea",1968,3.9349594
"South Korea",1969,4.5760637
"South Korea",1970,5.2362918
"South Korea",1971,5.711656
"South Korea",1972,6.2352852
"South Korea",1973,6.765289
"South Korea",1974,8.5538241
"South Korea",1975,10.8177235
"South Korea",1976,11.8558753
"South Korea",1977,13.1544756
"South Korea",1978,15.3109172
"South Korea",1979,18.5583287
"South Korea",1980,24.534076
"South Korea",1981,27.8934986
"South Korea",1982,29.2421853
"South Korea",1983,29.8159007
"South Korea",1984,30.5462496
"South Korea",1985,31.4669263
"South Korea",1986,31.9040428
"South Korea",1987,33.8346408
"South Korea",1988,36.2651909
"South Korea",1989,38.1038123
"South Korea",1990,41.6617587
"South Korea",1991,45.5156695
"South Korea",1992,47.5446187
"South Korea",1993,50.3030061
"South Korea",1994,53.1032839
"South Korea",1995,55.6276319
"South Korea",1996,58.3678061
"South Korea",1997,62.2044144
"South Korea",1998,64.6713908
"South Korea",1999,65.5474452
"South Korea",2000,67.3696747
"South Korea",2001,69.5006178
"South Korea",2002,72.0959972
"South Korea",2003,74.5602416
"South Korea",2004,76.8232304
"South Korea",2005,78.8357877
"South Korea",2006,80.48226
"South Korea",2007,83.3854423
"South Korea",2008,86.8368416
"South Korea",2009,89.2683023
"South Korea",2010,91.9766034
"South Korea",2011,95.8013731
"South Korea",2012,97.1673622
"South Korea",2013,98.2601536
"South Korea",2014,99.0797471
"South Korea",2015,100.3546703
"South Korea",2016,101.56
"Taiwan",1897,0.0065804
"Taiwan",1898,0.0070932
"Taiwan",1899,0.0066659
"Taiwan",1900,0.0075204
"Taiwan",1901,0.0073496
"Taiwan",1902,0.0076059
"Taiwan",1903,0.0080332
"Taiwan",1904,0.0088024
"Taiwan",1905,0.0092296
"Taiwan",1906,0.0092296
"Taiwan",1907,0.0093151
"Taiwan",1908,0.0097424
"Taiwan",1909,0.010426
"Taiwan",1910,0.0112807
"Taiwan",1911,0.0121353
"Taiwan",1912,0.0132463
"Taiwan",1913,0.012819
"Taiwan",1914,0.0125625
"Taiwan",1915,0.0117934
"Taiwan",1916,0.012648
"Taiwan",1917,0.0155536
"Taiwan",1918,0.0193993
"Taiwan",1919,0.0240996
"Taiwan",1920,0.0215359
"Taiwan",1921,0.0190575
"Taiwan",1922,0.0176902
"Taiwan",1923,0.0173483
"Taiwan",1924,0.0185446
"Taiwan",1925,0.0193993
"Taiwan",1926,0.0188012
"Taiwan",1927,0.0176902
"Taiwan",1928,0.0179466
"Taiwan",1929,0.0181174
"Taiwan",1930,0.01581
"Taiwan",1931,0.0142717
"Taiwan",1932,0.0141008
"Taiwan",1933,0.01487
"Taiwan",1934,0.0152118
"Taiwan",1935,0.0161519
"Taiwan",1936,0.0171773
"Taiwan",1937,0.0182883
"Taiwan",1938,0.0193139
"Taiwan",1939,0.0217067
"Taiwan",1940,0.0223049
"Taiwan",1941,0.0237578
"Taiwan",1942,0.0263215
"Taiwan",1943,0.0321328
"Taiwan",1944,0.0513612
"Taiwan",1945,0.1675863
"Taiwan",1946,1.7251721
"Taiwan",1947,6.1765897
"Taiwan",1948,40.9470939
"Taiwan",1949,2020.0733544
"Taiwan",1950,4868.8255935
"Taiwan",1951,6592.6767958
"Taiwan",1952,7687.987971
"Taiwan",1953,8686.7699244
"Taiwan",1954,7903.5155313
"Taiwan",1955,8914.5822101
"Taiwan",1956,10067.3306698
"Taiwan",1957,10221.0302054
"Taiwan",1958,10374.7288847
"Taiwan",1959,11455.3566009
"Taiwan",1960,13643.6722307
"Taiwan",1961,14205.0227618
"Taiwan",1962,14623.6570561
"Taiwan",1963,14709.2867982
"Taiwan",1964,14794.9165402
"Taiwan",1965,14890.060698
"Taiwan",1966,15137.4355083
"Taiwan",1967,15803.4446131
"Taiwan",1968,16754.8861912
"Taiwan",1969,17725.3566009
"Taiwan",1970,18391.3657056
"Taiwan",1971,18886.1153263
"Taiwan",1972,19380.8649469
"Taiwan",1973,24042.9286798
"Taiwan",1974,32206.2974203
"Taiwan",1975,32282.4127466
"Taiwan",1976,33452.6858877
"Taiwan",1977,35707.6024279
"Taiwan",1978,38438.2397572
"Taiwan",1979,43252.5341426
"Taiwan",1980,52852.5796662
"Taiwan",1981,57647.84522
"Taiwan",1982,59046.4643399
"Taiwan",1983,58342.3975721
"Taiwan",1984,59303.353566
"Taiwan",1985,58532.6858877
"Taiwan",1986,60064.5068285
"Taiwan",1987,61225.2655539
"Taiwan",1988,61900.7890744
"Taiwan",1989,63841.7298938
"Taiwan",1990,66753.1411229
"Taiwan",1991,69341.0622155
"Taiwan",1992,71710.1517451
"Taiwan",1993,75030.6828528
"Taiwan",1994,77019.1957511
"Taiwan",1995,80539.5295903
"Taiwan",1996,82575.6145675
"Taiwan",1997,82794.4461305
"Taiwan",1998,84545.0986343
"Taiwan",1999,84668.7860395
"Taiwan",2000,86067.4051593
"Taiwan",2001,84611.6995448
"Taiwan",2002,85258.6798179
"Taiwan",2003,85211.107739
"Taiwan",2004,86590.6980273
"Taiwan",2005,88503.0955994
"Taiwan",2006,89102.5037936
"Taiwan",2007,92071.0015175
"Taiwan",2008,93231.7602428
"Taiwan",2009,93003.414264
"Taiwan",2010,94154.6585736
"Taiwan",2011,96067.0561457
"Taiwan",2012,97608.3915023
"Taiwan",2013,97941.3960546
"Taiwan",2014,98540.8042489
"Taiwan",2015,98664.491654
"Taiwan",2016,100339.0288316
