"countrycode","year","labsh"
"KOR",1987,0.550898432731628
"KOR",1988,0.560392320156097
"KOR",1989,0.572342991828918
"KOR",1990,0.572632789611816
"KOR",1991,0.576062023639679
"KOR",1992,0.571342527866364
"KOR",1993,0.562671303749084
"KOR",1994,0.557665884494781
"KOR",1995,0.563124358654022
"KOR",1996,0.572749435901642
"KOR",1997,0.548189461231232
"KOR",1998,0.519178211688995
"KOR",1999,0.509955167770386
"KOR",2000,0.505558371543884
"KOR",2001,0.509734630584717
"KOR",2002,0.505938112735748
"KOR",2003,0.512769818305969
"KOR",2004,0.51067990064621
"KOR",2005,0.519578993320465
"KOR",2006,0.524705231189728
"KOR",2007,0.519714951515198
"KOR",2008,0.516546726226807
"KOR",2009,0.511229276657104
"KOR",2010,0.498740792274475
"KOR",2011,0.502290785312653
"KOR",2012,0.509381234645844
"KOR",2013,0.512181520462036
"KOR",2014,0.517563045024872
"KOR",2015,0.519988417625427
"KOR",2016,0.520788371562958
"KOR",2017,0.517347276210785
"KWT",1950,NA
"KWT",1951,NA
"KWT",1952,NA
"KWT",1953,NA
"KWT",1954,NA
"KWT",1955,NA
"KWT",1956,NA
"KWT",1957,NA
"KWT",1958,NA
"KWT",1959,NA
"KWT",1960,NA
"KWT",1961,NA
"KWT",1962,NA
"KWT",1963,NA
"KWT",1964,NA
"KWT",1965,NA
"KWT",1966,NA
"KWT",1967,NA
"KWT",1968,NA
"KWT",1969,NA
"KWT",1970,0.233743146061897
"KWT",1971,0.233743146061897
"KWT",1972,0.233743146061897
"KWT",1973,0.233743146061897
"KWT",1974,0.233743146061897
"KWT",1975,0.233743146061897
"KWT",1976,0.233743146061897
"KWT",1977,0.233743146061897
"KWT",1978,0.233743146061897
"KWT",1979,0.233743146061897
"KWT",1980,0.233743146061897
"KWT",1981,0.233743146061897
"KWT",1982,0.233743146061897
"KWT",1983,0.233743146061897
"KWT",1984,0.233743146061897
"KWT",1985,0.233743146061897
"KWT",1986,0.233743146061897
"KWT",1987,0.233743146061897
"KWT",1988,0.233743146061897
"KWT",1989,0.233743146061897
"KWT",1990,0.233743146061897
"KWT",1991,0.233743146061897
"KWT",1992,0.233743146061897
"KWT",1993,0.233743146061897
"KWT",1994,0.233743146061897
"KWT",1995,0.233743146061897
"KWT",1996,0.233743146061897
"KWT",1997,0.233743146061897
"KWT",1998,0.233743146061897
"KWT",1999,0.233743146061897
"KWT",2000,0.233743146061897
"KWT",2001,0.233743146061897
"KWT",2002,0.233743146061897
"KWT",2003,0.233743146061897
"KWT",2004,0.233743146061897
"KWT",2005,0.230399131774902
"KWT",2006,0.209404036402702
"KWT",2007,0.220091551542282
"KWT",2008,0.212122783064842
"KWT",2009,0.225341379642487
"KWT",2010,0.237416997551918
"KWT",2011,0.245347037911415
"KWT",2012,0.226588755846024
"KWT",2013,0.241935655474663
"KWT",2014,0.249492630362511
"KWT",2015,0.249492630362511
"KWT",2016,0.249492630362511
"KWT",2017,0.249492630362511
"LAO",1950,NA
"LAO",1951,NA
"LAO",1952,NA
"LAO",1953,NA
"LAO",1954,NA
"LAO",1955,NA
"LAO",1956,NA
"LAO",1957,NA
"LAO",1958,NA
"LAO",1959,NA
"LAO",1960,NA
"LAO",1961,NA
"LAO",1962,NA
"LAO",1963,NA
"LAO",1964,NA
"LAO",1965,NA
"LAO",1966,NA
"LAO",1967,NA
"LAO",1968,NA
"LAO",1969,NA
"LAO",1970,0.420997470617294
"LAO",1971,0.420997470617294
"LAO",1972,0.420997470617294
"LAO",1973,0.420997470617294
"LAO",1974,0.420997470617294
"LAO",1975,0.420997470617294
"LAO",1976,0.420997470617294
"LAO",1977,0.420997470617294
"LAO",1978,0.420997470617294
"LAO",1979,0.420997470617294
"LAO",1980,0.420997470617294
"LAO",1981,0.420997470617294
"LAO",1982,0.420997470617294
"LAO",1983,0.420997470617294
"LAO",1984,0.420997470617294
"LAO",1985,0.420997470617294
"LAO",1986,0.420997470617294
"LAO",1987,0.420997470617294
"LAO",1988,0.420997470617294
"LAO",1989,0.420997470617294
"LAO",1990,0.420997470617294
"LAO",1991,0.420997470617294
"LAO",1992,0.420997470617294
"LAO",1993,0.420997470617294
"LAO",1994,0.420997470617294
"LAO",1995,0.420997470617294
"LAO",1996,0.420997470617294
"LAO",1997,0.420997470617294
"LAO",1998,0.420997470617294
"LAO",1999,0.420997470617294
"LAO",2000,0.420997470617294
"LAO",2001,0.420997470617294
"LAO",2002,0.420997470617294
"LAO",2003,0.412250339984894
"LAO",2004,0.407698482275009
"LAO",2005,0.397631049156189
"LAO",2006,0.397631049156189
"LAO",2007,0.397631049156189
"LAO",2008,0.397631049156189
"LAO",2009,0.397631049156189
"LAO",2010,0.397631049156189
"LAO",2011,0.397631049156189
"LAO",2012,0.397631049156189
"LAO",2013,0.397631049156189
"LAO",2014,0.397631049156189
"LAO",2015,0.397631049156189
"LAO",2016,0.397631049156189
"LAO",2017,0.397631049156189
"LBN",1950,NA
"LBN",1951,NA
"LBN",1952,NA
"LBN",1953,NA
"LBN",1954,NA
"LBN",1955,NA
"LBN",1956,NA
"LBN",1957,NA
"LBN",1958,NA
"LBN",1959,NA
"LBN",1960,NA
"LBN",1961,NA
"LBN",1962,NA
"LBN",1963,NA
"LBN",1964,NA
"LBN",1965,NA
"LBN",1966,NA
"LBN",1967,NA
"LBN",1968,NA
"LBN",1969,NA
"LBN",1970,0.444517523050308
"LBN",1971,0.444517523050308
"LBN",1972,0.444517523050308
"LBN",1973,0.444517523050308
"LBN",1974,0.444517523050308
"LBN",1975,0.444517523050308
"LBN",1976,0.444517523050308
"LBN",1977,0.444517523050308
"LBN",1978,0.444517523050308
"LBN",1979,0.444517523050308
"LBN",1980,0.444517523050308
"LBN",1981,0.444517523050308
"LBN",1982,0.444517523050308
"LBN",1983,0.444517523050308
"LBN",1984,0.444517523050308
"LBN",1985,0.444517523050308
"LBN",1986,0.444517523050308
"LBN",1987,0.444517523050308
"LBN",1988,0.444517523050308
"LBN",1989,0.444517523050308
"LBN",1990,0.444517523050308
"LBN",1991,0.444517523050308
"LBN",1992,0.444517523050308
"LBN",1993,0.444517523050308
"LBN",1994,0.444517523050308
"LBN",1995,0.444517523050308
"LBN",1996,0.444517523050308
"LBN",1997,0.444517523050308
"LBN",1998,0.444517523050308
"LBN",1999,0.444517523050308
"LBN",2000,0.444517523050308
"LBN",2001,0.444517523050308
"LBN",2002,0.444517523050308
"LBN",2003,0.444517523050308
"LBN",2004,0.444517523050308
"LBN",2005,0.444517523050308
"LBN",2006,0.444517523050308
"LBN",2007,0.444517523050308
"LBN",2008,0.444517523050308
"LBN",2009,0.444517523050308
"LBN",2010,0.444517523050308
"LBN",2011,0.444517523050308
"LBN",2012,0.444517523050308
"LBN",2013,0.444517523050308
"LBN",2014,0.444517523050308
"LBN",2015,0.444517523050308
"LBN",2016,0.444517523050308
"LBN",2017,0.444517523050308
"LBR",1950,NA
"LBR",1951,NA
"LBR",1952,NA
"LBR",1953,NA
"LBR",1954,NA
"LBR",1955,NA
"LBR",1956,NA
"LBR",1957,NA
"LBR",1958,NA
"LBR",1959,NA
"LBR",1960,NA
"LBR",1961,NA
"LBR",1962,NA
"LBR",1963,NA
"LBR",1964,NA
"LBR",1965,NA
"LBR",1966,NA
"LBR",1967,NA
"LBR",1968,NA
"LBR",1969,NA
"LBR",1970,NA
"LBR",1971,NA
"LBR",1972,NA
"LBR",1973,NA
"LBR",1974,NA
"LBR",1975,NA
"LBR",1976,NA
"LBR",1977,NA
"LBR",1978,NA
"LBR",1979,NA
"LBR",1980,NA
"LBR",1981,NA
"LBR",1982,NA
"LBR",1983,NA
"LBR",1984,NA
"LBR",1985,NA
"LBR",1986,NA
"LBR",1987,NA
"LBR",1988,NA
"LBR",1989,NA
"LBR",1990,NA
"LBR",1991,NA
"LBR",1992,NA
"LBR",1993,NA
"LBR",1994,NA
"LBR",1995,NA
"LBR",1996,NA
"LBR",1997,NA
"LBR",1998,NA
"LBR",1999,NA
"LBR",2000,NA
"LBR",2001,NA
"LBR",2002,NA
"LBR",2003,NA
"LBR",2004,NA
"LBR",2005,NA
"LBR",2006,NA
"LBR",2007,NA
"LBR",2008,NA
"LBR",2009,NA
"LBR",2010,NA
"LBR",2011,NA
"LBR",2012,NA
"LBR",2013,NA
"LBR",2014,NA
"LBR",2015,NA
"LBR",2016,NA
"LBR",2017,NA
"LCA",1950,NA
"LCA",1951,NA
"LCA",1952,NA
"LCA",1953,NA
"LCA",1954,NA
"LCA",1955,NA
"LCA",1956,NA
"LCA",1957,NA
"LCA",1958,NA
"LCA",1959,NA
"LCA",1960,NA
"LCA",1961,NA
"LCA",1962,NA
"LCA",1963,NA
"LCA",1964,NA
"LCA",1965,NA
"LCA",1966,NA
"LCA",1967,NA
"LCA",1968,NA
"LCA",1969,NA
"LCA",1970,NA
"LCA",1971,NA
"LCA",1972,NA
"LCA",1973,NA
"LCA",1974,NA
"LCA",1975,NA
"LCA",1976,NA
"LCA",1977,NA
"LCA",1978,NA
"LCA",1979,NA
"LCA",1980,NA
"LCA",1981,NA
"LCA",1982,NA
"LCA",1983,NA
"LCA",1984,NA
"LCA",1985,NA
"LCA",1986,NA
"LCA",1987,NA
"LCA",1988,NA
"LCA",1989,NA
"LCA",1990,NA
"LCA",1991,NA
"LCA",1992,NA
"LCA",1993,NA
"LCA",1994,NA
"LCA",1995,NA
"LCA",1996,NA
"LCA",1997,NA
"LCA",1998,NA
"LCA",1999,NA
"LCA",2000,NA
"LCA",2001,NA
"LCA",2002,NA
"LCA",2003,NA
"LCA",2004,NA
"LCA",2005,NA
"LCA",2006,NA
"LCA",2007,NA
"LCA",2008,NA
"LCA",2009,NA
"LCA",2010,NA
"LCA",2011,NA
"LCA",2012,NA
"LCA",2013,NA
"LCA",2014,NA
"LCA",2015,NA
"LCA",2016,NA
"LCA",2017,NA
"LKA",1950,0.310438632965088
"LKA",1951,0.310438632965088
"LKA",1952,0.310438632965088
"LKA",1953,0.310438632965088
"LKA",1954,0.310438632965088
"LKA",1955,0.310438632965088
"LKA",1956,0.310438632965088
"LKA",1957,0.310438632965088
"LKA",1958,0.310438632965088
"LKA",1959,0.310438632965088
"LKA",1960,0.310438632965088
"LKA",1961,0.310438632965088
"LKA",1962,0.310438632965088
"LKA",1963,0.310438632965088
"LKA",1964,0.310438632965088
"LKA",1965,0.310438632965088
"LKA",1966,0.310438632965088
"LKA",1967,0.310438632965088
"LKA",1968,0.310438632965088
"LKA",1969,0.310438632965088
"LKA",1970,0.310438632965088
"LKA",1971,0.310438632965088
"LKA",1972,0.310438632965088
"LKA",1973,0.310438632965088
"LKA",1974,0.310438632965088
"LKA",1975,0.310438632965088
"LKA",1976,0.310438632965088
"LKA",1977,0.310438632965088
"LKA",1978,0.310438632965088
"LKA",1979,0.310438632965088
"LKA",1980,0.310438632965088
"LKA",1981,0.310438632965088
"LKA",1982,0.310438632965088
"LKA",1983,0.310438632965088
"LKA",1984,0.310438632965088
"LKA",1985,0.310438632965088
"LKA",1986,0.310438632965088
"LKA",1987,0.310438632965088
"LKA",1988,0.310438632965088
"LKA",1989,0.310438632965088
"LKA",1990,0.310438632965088
"LKA",1991,0.310438632965088
"LKA",1992,0.310438632965088
"LKA",1993,0.310438632965088
"LKA",1994,0.310438632965088
"LKA",1995,0.310438632965088
"LKA",1996,0.310438632965088
"LKA",1997,0.310438632965088
"LKA",1998,0.310438632965088
"LKA",1999,0.310438632965088
"LKA",2000,0.310438632965088
"LKA",2001,0.310438632965088
"LKA",2002,0.310438632965088
"LKA",2003,0.310438632965088
"LKA",2004,0.310438632965088
"LKA",2005,0.310438632965088
"LKA",2006,0.310438632965088
"LKA",2007,0.310438632965088
"LKA",2008,0.310438632965088
"LKA",2009,0.310438632965088
"LKA",2010,0.310438632965088
"LKA",2011,0.310438632965088
"LKA",2012,0.310438632965088
"LKA",2013,0.310438632965088
"LKA",2014,0.310438632965088
"LKA",2015,0.337131530046463
"LKA",2016,0.338296294212341
"LKA",2017,0.328856348991394
"LSO",1950,NA
"LSO",1951,NA
"LSO",1952,NA
"LSO",1953,NA
"LSO",1954,NA
"LSO",1955,NA
"LSO",1956,NA
"LSO",1957,NA
"LSO",1958,NA
"LSO",1959,NA
"LSO",1960,0.717414677143097
"LSO",1961,0.717414677143097
"LSO",1962,0.717414677143097
"LSO",1963,0.717414677143097
"LSO",1964,0.717414677143097
"LSO",1965,0.717414677143097
"LSO",1966,0.717414677143097
"LSO",1967,0.717414677143097
"LSO",1968,0.717414677143097
"LSO",1969,0.717414677143097
"LSO",1970,0.717414677143097
"LSO",1971,0.717414677143097
"LSO",1972,0.717414677143097
"LSO",1973,0.717414677143097
"LSO",1974,0.717414677143097
"LSO",1975,0.717414677143097
"LSO",1976,0.717414677143097
"LSO",1977,0.717414677143097
"LSO",1978,0.717414677143097
"LSO",1979,0.717414677143097
"LSO",1980,0.717414677143097
"LSO",1981,0.717414677143097
"LSO",1982,0.717414677143097
"LSO",1983,0.717414677143097
"LSO",1984,0.717414677143097
"LSO",1985,0.717414677143097
"LSO",1986,0.717414677143097
"LSO",1987,0.717414677143097
"LSO",1988,0.717414677143097
"LSO",1989,0.717414677143097
"LSO",1990,0.717414677143097
"LSO",1991,0.717414677143097
"LSO",1992,0.717414677143097
"LSO",1993,0.717414677143097
"LSO",1994,0.717414677143097
"LSO",1995,0.717414677143097
"LSO",1996,0.717414677143097
"LSO",1997,0.717414677143097
"LSO",1998,0.700966238975525
"LSO",1999,0.684517860412598
"LSO",2000,0.66806948184967
"LSO",2001,0.651621043682098
"LSO",2002,0.623526155948639
"LSO",2003,0.641605079174042
"LSO",2004,0.639389097690582
"LSO",2005,0.608985006809235
"LSO",2006,0.560738086700439
"LSO",2007,0.544047892093658
"LSO",2008,0.537770748138428
"LSO",2009,0.591755449771881
"LSO",2010,0.613059043884277
"LSO",2011,0.596339285373688
"LSO",2012,0.623468041419983
"LSO",2013,0.661128878593445
"LSO",2014,0.661128878593445
"LSO",2015,0.661128878593445
"LSO",2016,0.661128878593445
"LSO",2017,0.661128878593445
"LTU",1950,NA
"LTU",1951,NA
"LTU",1952,NA
"LTU",1953,NA
"LTU",1954,NA
"LTU",1955,NA
"LTU",1956,NA
"LTU",1957,NA
"LTU",1958,NA
"LTU",1959,NA
"LTU",1960,NA
"LTU",1961,NA
"LTU",1962,NA
"LTU",1963,NA
"LTU",1964,NA
"LTU",1965,NA
"LTU",1966,NA
"LTU",1967,NA
"LTU",1968,NA
"LTU",1969,NA
"LTU",1970,0.504607915878296
"LTU",1971,0.504607915878296
"LTU",1972,0.504607915878296
"LTU",1973,0.504607915878296
"LTU",1974,0.504607915878296
"LTU",1975,0.504607915878296
"LTU",1976,0.504607915878296
"LTU",1977,0.504607915878296
"LTU",1978,0.504607915878296
"LTU",1979,0.504607915878296
"LTU",1980,0.504607915878296
"LTU",1981,0.504607915878296
"LTU",1982,0.504607915878296
"LTU",1983,0.504607915878296
"LTU",1984,0.504607915878296
"LTU",1985,0.504607915878296
"LTU",1986,0.504607915878296
"LTU",1987,0.504607915878296
"LTU",1988,0.504607915878296
"LTU",1989,0.504607915878296
"LTU",1990,0.504607915878296
"LTU",1991,0.504607915878296
"LTU",1992,0.504607915878296
"LTU",1993,0.504607915878296
"LTU",1994,0.504607915878296
"LTU",1995,0.504607915878296
"LTU",1996,0.508559465408325
"LTU",1997,0.525746524333954
"LTU",1998,0.563046455383301
"LTU",1999,0.579410195350647
"LTU",2000,0.522090315818787
"LTU",2001,0.497202605009079
"LTU",2002,0.495858669281006
"LTU",2003,0.492329895496368
"LTU",2004,0.507523655891418
"LTU",2005,0.512238204479218
"LTU",2006,0.531521022319794
"LTU",2007,0.520034968852997
"LTU",2008,0.532798647880554
"LTU",2009,0.532368063926697
"LTU",2010,0.494560390710831
"LTU",2011,0.472368478775024
"LTU",2012,0.464575082063675
"LTU",2013,0.467606395483017
"LTU",2014,0.47458615899086
"LTU",2015,0.500911235809326
"LTU",2016,0.522402286529541
"LTU",2017,0.521537303924561
"LUX",1950,0.457918405532837
"LUX",1951,0.457918405532837
"LUX",1952,0.457918405532837
"LUX",1953,0.457918405532837
"LUX",1954,0.457918405532837
"LUX",1955,0.457918405532837
"LUX",1956,0.457918405532837
"LUX",1957,0.457918405532837
"LUX",1958,0.457918405532837
"LUX",1959,0.457918405532837
"LUX",1960,0.457918405532837
"LUX",1961,0.457918405532837
"LUX",1962,0.457918405532837
"LUX",1963,0.457918405532837
"LUX",1964,0.457918405532837
"LUX",1965,0.457918405532837
"LUX",1966,0.457918405532837
"LUX",1967,0.457918405532837
"LUX",1968,0.457918405532837
"LUX",1969,0.457918405532837
"LUX",1970,0.457918405532837
"LUX",1971,0.457918405532837
"LUX",1972,0.457918405532837
"LUX",1973,0.457918405532837
"LUX",1974,0.457918405532837
"LUX",1975,0.457918405532837
"LUX",1976,0.457918405532837
"LUX",1977,0.457918405532837
"LUX",1978,0.457918405532837
"LUX",1979,0.457918405532837
"LUX",1980,0.457918405532837
"LUX",1981,0.457918405532837
"LUX",1982,0.457918405532837
"LUX",1983,0.457918405532837
"LUX",1984,0.457918405532837
"LUX",1985,0.457918405532837
"LUX",1986,0.457918405532837
"LUX",1987,0.457918405532837
"LUX",1988,0.457918405532837
"LUX",1989,0.457918405532837
"LUX",1990,0.457918405532837
"LUX",1991,0.457918405532837
"LUX",1992,0.457918405532837
"LUX",1993,0.457918405532837
"LUX",1994,0.457918405532837
"LUX",1995,0.457918405532837
"LUX",1996,0.445238262414932
"LUX",1997,0.445585489273071
"LUX",1998,0.446354985237122
"LUX",1999,0.413775742053986
"LUX",2000,0.407018423080444
"LUX",2001,0.416263967752457
"LUX",2002,0.416049927473068
"LUX",2003,0.410641521215439
"LUX",2004,0.409325331449509
"LUX",2005,0.396565794944763
"LUX",2006,0.370669394731522
"LUX",2007,0.360372394323349
"LUX",2008,0.370890885591507
"LUX",2009,0.395821660757065
"LUX",2010,0.374722093343735
"LUX",2011,0.365301311016083
"LUX",2012,0.375314265489578
"LUX",2013,0.36977356672287
"LUX",2014,0.367459952831268
"LUX",2015,0.364245265722275
"LUX",2016,0.364819437265396
"LUX",2017,0.375319808721542
"LVA",1950,NA
"LVA",1951,NA
"LVA",1952,NA
"LVA",1953,NA
"LVA",1954,NA
"LVA",1955,NA
"LVA",1956,NA
"LVA",1957,NA
"LVA",1958,NA
"LVA",1959,NA
"LVA",1960,NA
"LVA",1961,NA
"LVA",1962,NA
"LVA",1963,NA
"LVA",1964,NA
"LVA",1965,NA
"LVA",1966,NA
"LVA",1967,NA
"LVA",1968,NA
"LVA",1969,NA
"LVA",1970,0.528304934501648
"LVA",1971,0.528304934501648
"LVA",1972,0.528304934501648
"LVA",1973,0.528304934501648
"LVA",1974,0.528304934501648
"LVA",1975,0.528304934501648
"LVA",1976,0.528304934501648
"LVA",1977,0.528304934501648
"LVA",1978,0.528304934501648
"LVA",1979,0.528304934501648
"LVA",1980,0.528304934501648
"LVA",1981,0.528304934501648
"LVA",1982,0.528304934501648
"LVA",1983,0.528304934501648
"LVA",1984,0.528304934501648
"LVA",1985,0.528304934501648
"LVA",1986,0.528304934501648
"LVA",1987,0.528304934501648
"LVA",1988,0.528304934501648
"LVA",1989,0.528304934501648
"LVA",1990,0.528304934501648
"LVA",1991,0.528304934501648
"LVA",1992,0.528304934501648
"LVA",1993,0.528304934501648
"LVA",1994,0.528304934501648
"LVA",1995,0.567576825618744
"LVA",1996,0.632573425769806
"LVA",1997,0.544609665870667
"LVA",1998,0.524634063243866
"LVA",1999,0.520537436008453
"LVA",2000,0.512147545814514
"LVA",2001,0.49878779053688
"LVA",2002,0.475651681423187
"LVA",2003,0.478688538074493
"LVA",2004,0.480990469455719
"LVA",2005,0.515487909317017
"LVA",2006,0.529030442237854
"LVA",2007,0.553073167800903
"LVA",2008,0.591541707515717
"LVA",2009,0.584024846553802
"LVA",2010,0.560159921646118
"LVA",2011,0.506905019283295
"LVA",2012,0.512675762176514
"LVA",2013,0.52982884645462
"LVA",2014,0.544588565826416
"LVA",2015,0.567382514476776
"LVA",2016,0.588496685028076
"LVA",2017,0.575700283050537
"MAC",1950,NA
"MAC",1951,NA
"MAC",1952,NA
"MAC",1953,NA
"MAC",1954,NA
"MAC",1955,NA
"MAC",1956,NA
"MAC",1957,NA
"MAC",1958,NA
"MAC",1959,NA
"MAC",1960,NA
"MAC",1961,NA
"MAC",1962,NA
"MAC",1963,NA
"MAC",1964,NA
"MAC",1965,NA
"MAC",1966,NA
"MAC",1967,NA
"MAC",1968,NA
"MAC",1969,NA
"MAC",1970,0.387501835823059
"MAC",1971,0.387501835823059
"MAC",1972,0.387501835823059
"MAC",1973,0.387501835823059
"MAC",1974,0.387501835823059
"MAC",1975,0.387501835823059
"MAC",1976,0.387501835823059
"MAC",1977,0.387501835823059
"MAC",1978,0.387501835823059
"MAC",1979,0.387501835823059
"MAC",1980,0.387501835823059
"MAC",1981,0.387501835823059
"MAC",1982,0.387501835823059
"MAC",1983,0.387501835823059
"MAC",1984,0.387501835823059
"MAC",1985,0.387501835823059
"MAC",1986,0.387501835823059
"MAC",1987,0.387501835823059
"MAC",1988,0.387501835823059
"MAC",1989,0.387501835823059
"MAC",1990,0.387501835823059
"MAC",1991,0.387501835823059
"MAC",1992,0.387501835823059
"MAC",1993,0.387501835823059
"MAC",1994,0.387501835823059
"MAC",1995,0.387501835823059
"MAC",1996,0.387501835823059
"MAC",1997,0.396540224552155
"MAC",1998,0.440495997667313
"MAC",1999,0.458701193332672
"MAC",2000,0.446205914020538
"MAC",2001,0.457771807909012
"MAC",2002,0.433445543050766
"MAC",2003,0.411378115415573
"MAC",2004,0.398641467094421
"MAC",2005,0.407759100198746
"MAC",2006,0.427673250436783
"MAC",2007,0.444271683692932
"MAC",2008,0.460614144802094
"MAC",2009,0.446322619915009
"MAC",2010,0.365520924329758
"MAC",2011,0.338254004716873
"MAC",2012,0.338943094015121
"MAC",2013,0.318604856729507
"MAC",2014,0.318604856729507
"MAC",2015,0.318604856729507
"MAC",2016,0.318604856729507
"MAC",2017,0.318604856729507
"MAR",1950,0.507552087306976
"MAR",1951,0.507552087306976
"MAR",1952,0.507552087306976
"MAR",1953,0.507552087306976
"MAR",1954,0.507552087306976
"MAR",1955,0.507552087306976
"MAR",1956,0.507552087306976
"MAR",1957,0.507552087306976
"MAR",1958,0.507552087306976
"MAR",1959,0.507552087306976
"MAR",1960,0.507552087306976
"MAR",1961,0.507552087306976
"MAR",1962,0.507552087306976
"MAR",1963,0.507552087306976
"MAR",1964,0.507552087306976
"MAR",1965,0.507552087306976
"MAR",1966,0.507552087306976
"MAR",1967,0.507552087306976
"MAR",1968,0.507552087306976
"MAR",1969,0.507552087306976
"MAR",1970,0.507552087306976
"MAR",1971,0.507552087306976
"MAR",1972,0.507552087306976
"MAR",1973,0.507552087306976
"MAR",1974,0.507552087306976
"MAR",1975,0.507552087306976
"MAR",1976,0.507552087306976
"MAR",1977,0.507552087306976
"MAR",1978,0.507552087306976
"MAR",1979,0.507552087306976
"MAR",1980,0.507552087306976
"MAR",1981,0.507552087306976
"MAR",1982,0.507552087306976
"MAR",1983,0.507552087306976
"MAR",1984,0.507552087306976
"MAR",1985,0.507552087306976
"MAR",1986,0.507552087306976
"MAR",1987,0.507552087306976
"MAR",1988,0.507552087306976
"MAR",1989,0.507552087306976
"MAR",1990,0.507552087306976
"MAR",1991,0.507552087306976
"MAR",1992,0.507552087306976
"MAR",1993,0.507552087306976
"MAR",1994,0.507552087306976
"MAR",1995,0.507552087306976
"MAR",1996,0.507552087306976
"MAR",1997,0.507552087306976
"MAR",1998,0.507552087306976
"MAR",1999,0.493992626667023
"MAR",2000,0.483403444290161
"MAR",2001,0.504746198654175
"MAR",2002,0.502901196479797
"MAR",2003,0.500318765640259
"MAR",2004,0.494574397802353
"MAR",2005,0.48974484205246
"MAR",2006,0.497696280479431
"MAR",2007,0.475449085235596
"MAR",2008,0.473351299762726
"MAR",2009,0.498829126358032
"MAR",2010,0.491763263940811
"MAR",2011,0.494471788406372
"MAR",2012,0.494522333145142
"MAR",2013,0.505836308002472
"MAR",2014,0.497350454330444
"MAR",2015,0.500387191772461
"MAR",2016,0.495084583759308
"MAR",2017,0.495084583759308
"MDA",1950,NA
"MDA",1951,NA
"MDA",1952,NA
"MDA",1953,NA
"MDA",1954,NA
"MDA",1955,NA
"MDA",1956,NA
"MDA",1957,NA
"MDA",1958,NA
"MDA",1959,NA
"MDA",1960,NA
"MDA",1961,NA
"MDA",1962,NA
"MDA",1963,NA
"MDA",1964,NA
"MDA",1965,NA
"MDA",1966,NA
"MDA",1967,NA
"MDA",1968,NA
"MDA",1969,NA
"MDA",1970,0.506416916847229
"MDA",1971,0.506416916847229
"MDA",1972,0.506416916847229
"MDA",1973,0.506416916847229
"MDA",1974,0.506416916847229
"MDA",1975,0.506416916847229
"MDA",1976,0.506416916847229
"MDA",1977,0.506416916847229
"MDA",1978,0.506416916847229
"MDA",1979,0.506416916847229
"MDA",1980,0.506416916847229
"MDA",1981,0.506416916847229
"MDA",1982,0.506416916847229
"MDA",1983,0.506416916847229
"MDA",1984,0.506416916847229
"MDA",1985,0.506416916847229
"MDA",1986,0.506416916847229
"MDA",1987,0.506416916847229
"MDA",1988,0.506416916847229
"MDA",1989,0.506416916847229
"MDA",1990,0.506416916847229
"MDA",1991,0.506416916847229
"MDA",1992,0.506416916847229
"MDA",1993,0.506416916847229
"MDA",1994,0.506416916847229
"MDA",1995,0.506416916847229
"MDA",1996,0.558259785175323
"MDA",1997,0.610102593898773
"MDA",1998,0.661945462226868
"MDA",1999,0.491943687200546
"MDA",2000,0.516666054725647
"MDA",2001,0.551081597805023
"MDA",2002,0.60535854101181
"MDA",2003,0.654154241085052
"MDA",2004,0.619945228099823
"MDA",2005,0.626280963420868
"MDA",2006,0.628095149993896
"MDA",2007,0.601201415061951
"MDA",2008,0.642465591430664
"MDA",2009,0.673235058784485
"MDA",2010,0.627472579479218
"MDA",2011,0.600596129894257
"MDA",2012,0.629800736904144
"MDA",2013,0.599871397018433
"MDA",2014,0.571329295635223
"MDA",2015,0.579699099063873
"MDA",2016,0.560760200023651
"MDA",2017,0.560760200023651
"MDG",1950,NA
"MDG",1951,NA
"MDG",1952,NA
"MDG",1953,NA
"MDG",1954,NA
"MDG",1955,NA
"MDG",1956,NA
"MDG",1957,NA
"MDG",1958,NA
"MDG",1959,NA
"MDG",1960,NA
"MDG",1961,NA
"MDG",1962,NA
"MDG",1963,NA
"MDG",1964,NA
"MDG",1965,NA
"MDG",1966,NA
"MDG",1967,NA
"MDG",1968,NA
"MDG",1969,NA
"MDG",1970,NA
"MDG",1971,NA
"MDG",1972,NA
"MDG",1973,NA
"MDG",1974,NA
"MDG",1975,NA
"MDG",1976,NA
"MDG",1977,NA
"MDG",1978,NA
"MDG",1979,NA
"MDG",1980,NA
"MDG",1981,NA
"MDG",1982,NA
"MDG",1983,NA
"MDG",1984,NA
"MDG",1985,NA
"MDG",1986,NA
"MDG",1987,NA
"MDG",1988,NA
"MDG",1989,NA
"MDG",1990,NA
"MDG",1991,NA
"MDG",1992,NA
"MDG",1993,NA
"MDG",1994,NA
"MDG",1995,NA
"MDG",1996,NA
"MDG",1997,NA
"MDG",1998,NA
"MDG",1999,NA
"MDG",2000,NA
"MDG",2001,NA
"MDG",2002,NA
"MDG",2003,NA
"MDG",2004,NA
"MDG",2005,NA
"MDG",2006,NA
"MDG",2007,NA
"MDG",2008,NA
"MDG",2009,NA
"MDG",2010,NA
"MDG",2011,NA
"MDG",2012,NA
"MDG",2013,NA
"MDG",2014,NA
"MDG",2015,NA
"MDG",2016,NA
"MDG",2017,NA
"MDV",1950,NA
"MDV",1951,NA
